carnet,nombre,carrera,departamento,promedio
EST002776,Estudiante 2776,Ingeniería en Sistemas,Sonsonate,8.9
EST002777,Estudiante 2777,Ingeniería en Sistemas,San Miguel,6.11
EST002778,Estudiante 2778,Ingeniería Industrial,Santa Ana,7.98
EST002779,Estudiante 2779,Administración,La Libertad,9.17
EST002780,Estudiante 2780,Contaduría,Santa Ana,9.95
EST002781,Estudiante 2781,Ingeniería en Sistemas,San Miguel,8.02
EST002782,Estudiante 2782,Arquitectura,Sonsonate,6.18
EST002783,Estudiante 2783,Arquitectura,Santa Ana,9.2
EST002784,Estudiante 2784,Ingeniería Industrial,San Miguel,9.97
EST002785,Estudiante 2785,Ingeniería Industrial,San Miguel,9.94
EST002786,Estudiante 2786,Ingeniería Industrial,San Salvador,9.0
EST002787,Estudiante 2787,Ingeniería Industrial,San Salvador,7.82
EST002788,Estudiante 2788,Arquitectura,Santa Ana,7.11
EST002789,Estudiante 2789,Ingeniería en Sistemas,San Miguel,5.26
EST002790,Estudiante 2790,Arquitectura,La Libertad,9.45
EST002791,Estudiante 2791,Administración,San Salvador,5.18
EST002792,Estudiante 2792,Contaduría,San Miguel,5.29
EST002793,Estudiante 2793,Ingeniería Industrial,Santa Ana,8.34
EST002794,Estudiante 2794,Ingeniería Industrial,Santa Ana,5.07
EST002795,Estudiante 2795,Administración,Santa Ana,5.39
EST002796,Estudiante 2796,Administración,San Miguel,9.09
EST002797,Estudiante 2797,Ingeniería en Sistemas,La Libertad,6.42
EST002798,Estudiante 2798,Contaduría,Santa Ana,5.12
EST002799,Estudiante 2799,Ingeniería Industrial,San Salvador,8.08
EST002800,Estudiante 2800,Ingeniería en Sistemas,La Libertad,9.27
EST002801,Estudiante 2801,Arquitectura,La Libertad,8.66
EST002802,Estudiante 2802,Administración,San Miguel,6.02
EST002803,Estudiante 2803,Arquitectura,San Miguel,8.91
EST002804,Estudiante 2804,Ingeniería Industrial,Santa Ana,8.63
EST002805,Estudiante 2805,Administración,San Miguel,7.87
EST002806,Estudiante 2806,Ingeniería en Sistemas,San Salvador,10.0
EST002807,Estudiante 2807,Administración,Sonsonate,8.87
EST002808,Estudiante 2808,Contaduría,San Miguel,8.55
EST002809,Estudiante 2809,Arquitectura,Sonsonate,8.64
EST002810,Estudiante 2810,Ingeniería en Sistemas,Santa Ana,9.1
EST002811,Estudiante 2811,Ingeniería en Sistemas,San Miguel,9.9
EST002812,Estudiante 2812,Ingeniería en Sistemas,Santa Ana,8.25
EST002813,Estudiante 2813,Contaduría,San Miguel,7.86
EST002814,Estudiante 2814,Ingeniería en Sistemas,Sonsonate,7.47
EST002815,Estudiante 2815,Administración,Santa Ana,5.65
EST002816,Estudiante 2816,Administración,Sonsonate,6.4
EST002817,Estudiante 2817,Ingeniería en Sistemas,La Libertad,9.5
EST002818,Estudiante 2818,Administración,Sonsonate,6.06
EST002819,Estudiante 2819,Ingeniería en Sistemas,La Libertad,5.67
EST002820,Estudiante 2820,Arquitectura,La Libertad,5.45
EST002821,Estudiante 2821,Arquitectura,Sonsonate,8.18
EST002822,Estudiante 2822,Arquitectura,La Libertad,6.33
EST002823,Estudiante 2823,Arquitectura,San Salvador,10.0
EST002824,Estudiante 2824,Arquitectura,Santa Ana,9.36
EST002825,Estudiante 2825,Contaduría,La Libertad,5.53
EST002826,Estudiante 2826,Contaduría,Sonsonate,7.58
EST002827,Estudiante 2827,Ingeniería en Sistemas,San Salvador,5.16
EST002828,Estudiante 2828,Contaduría,Santa Ana,8.88
EST002829,Estudiante 2829,Ingeniería en Sistemas,La Libertad,5.13
EST002830,Estudiante 2830,Arquitectura,San Salvador,9.29
EST002831,Estudiante 2831,Contaduría,Santa Ana,9.24
EST002832,Estudiante 2832,Contaduría,San Miguel,6.94
EST002833,Estudiante 2833,Ingeniería Industrial,La Libertad,7.7
EST002834,Estudiante 2834,Contaduría,Santa Ana,9.18
EST002835,Estudiante 2835,Contaduría,Sonsonate,8.04
EST002836,Estudiante 2836,Administración,Santa Ana,6.38
EST002837,Estudiante 2837,Ingeniería Industrial,La Libertad,9.03
EST002838,Estudiante 2838,Arquitectura,San Salvador,9.69
EST002839,Estudiante 2839,Ingeniería en Sistemas,San Salvador,9.77
EST002840,Estudiante 2840,Arquitectura,San Salvador,8.14
EST002841,Estudiante 2841,Administración,San Miguel,8.95
EST002842,Estudiante 2842,Contaduría,San Miguel,6.71
EST002843,Estudiante 2843,Ingeniería Industrial,La Libertad,8.17
EST002844,Estudiante 2844,Administración,La Libertad,6.66
EST002845,Estudiante 2845,Administración,Santa Ana,9.47
EST002846,Estudiante 2846,Administración,La Libertad,7.6
EST002847,Estudiante 2847,Ingeniería Industrial,San Miguel,7.92
EST002848,Estudiante 2848,Contaduría,Santa Ana,5.73
EST002849,Estudiante 2849,Arquitectura,La Libertad,7.9
EST002850,Estudiante 2850,Ingeniería en Sistemas,Sonsonate,6.04
EST002851,Estudiante 2851,Contaduría,San Miguel,6.0
EST002852,Estudiante 2852,Administración,San Miguel,6.33
EST002853,Estudiante 2853,Contaduría,Santa Ana,9.04
EST002854,Estudiante 2854,Ingeniería Industrial,Santa Ana,5.32
EST002855,Estudiante 2855,Arquitectura,San Salvador,5.07
EST002856,Estudiante 2856,Arquitectura,San Salvador,9.05
EST002857,Estudiante 2857,Arquitectura,Sonsonate,5.0
EST002858,Estudiante 2858,Arquitectura,San Salvador,8.42
EST002859,Estudiante 2859,Administración,San Salvador,7.5
EST002860,Estudiante 2860,Ingeniería Industrial,San Salvador,9.96
EST002861,Estudiante 2861,Ingeniería Industrial,San Salvador,7.52
EST002862,Estudiante 2862,Arquitectura,San Salvador,8.77
EST002863,Estudiante 2863,Administración,Santa Ana,6.88
EST002864,Estudiante 2864,Ingeniería Industrial,San Miguel,5.89
EST002865,Estudiante 2865,Arquitectura,Sonsonate,9.49
EST002866,Estudiante 2866,Arquitectura,Santa Ana,8.14
EST002867,Estudiante 2867,Ingeniería Industrial,San Miguel,5.35
EST002868,Estudiante 2868,Administración,La Libertad,9.24
EST002869,Estudiante 2869,Administración,La Libertad,6.27
EST002870,Estudiante 2870,Arquitectura,San Miguel,8.9
EST002871,Estudiante 2871,Ingeniería en Sistemas,La Libertad,8.22
EST002872,Estudiante 2872,Administración,Santa Ana,5.32
EST002873,Estudiante 2873,Arquitectura,La Libertad,5.34
EST002874,Estudiante 2874,Ingeniería en Sistemas,Santa Ana,6.6
EST002875,Estudiante 2875,Administración,Santa Ana,8.76
EST002876,Estudiante 2876,Administración,La Libertad,9.6
EST002877,Estudiante 2877,Ingeniería en Sistemas,San Miguel,5.31
EST002878,Estudiante 2878,Administración,Sonsonate,6.26
EST002879,Estudiante 2879,Ingeniería Industrial,Sonsonate,8.92
EST002880,Estudiante 2880,Contaduría,Santa Ana,6.59
EST002881,Estudiante 2881,Ingeniería Industrial,San Salvador,8.01
EST002882,Estudiante 2882,Contaduría,Sonsonate,7.22
EST002883,Estudiante 2883,Arquitectura,La Libertad,8.87
EST002884,Estudiante 2884,Ingeniería en Sistemas,San Miguel,8.96
EST002885,Estudiante 2885,Ingeniería Industrial,Santa Ana,7.99
EST002886,Estudiante 2886,Ingeniería Industrial,San Salvador,7.09
EST002887,Estudiante 2887,Contaduría,San Salvador,5.28
EST002888,Estudiante 2888,Arquitectura,La Libertad,7.33
EST002889,Estudiante 2889,Administración,La Libertad,7.05
EST002890,Estudiante 2890,Contaduría,San Miguel,6.71
EST002891,Estudiante 2891,Ingeniería Industrial,La Libertad,5.97
EST002892,Estudiante 2892,Contaduría,La Libertad,7.46
EST002893,Estudiante 2893,Ingeniería Industrial,San Salvador,9.57
EST002894,Estudiante 2894,Administración,Santa Ana,7.4
EST002895,Estudiante 2895,Contaduría,San Miguel,8.61
EST002896,Estudiante 2896,Arquitectura,Sonsonate,7.04
EST002897,Estudiante 2897,Arquitectura,Sonsonate,6.43
EST002898,Estudiante 2898,Ingeniería Industrial,La Libertad,7.4
EST002899,Estudiante 2899,Ingeniería Industrial,Santa Ana,5.48
EST002900,Estudiante 2900,Contaduría,Santa Ana,5.55
EST002901,Estudiante 2901,Ingeniería en Sistemas,Sonsonate,7.7
EST002902,Estudiante 2902,Arquitectura,Santa Ana,7.09
EST002903,Estudiante 2903,Administración,La Libertad,8.09
EST002904,Estudiante 2904,Ingeniería en Sistemas,Santa Ana,5.79
EST002905,Estudiante 2905,Ingeniería en Sistemas,San Salvador,7.78
EST002906,Estudiante 2906,Contaduría,Sonsonate,6.9
EST002907,Estudiante 2907,Administración,Sonsonate,5.37
EST002908,Estudiante 2908,Contaduría,Sonsonate,9.16
EST002909,Estudiante 2909,Contaduría,Santa Ana,6.01
EST002910,Estudiante 2910,Arquitectura,San Salvador,6.68
EST002911,Estudiante 2911,Arquitectura,San Miguel,5.26
EST002912,Estudiante 2912,Contaduría,Santa Ana,9.61
EST002913,Estudiante 2913,Ingeniería Industrial,San Salvador,7.39
EST002914,Estudiante 2914,Arquitectura,Santa Ana,8.99
EST002915,Estudiante 2915,Administración,San Salvador,8.78
EST002916,Estudiante 2916,Administración,Santa Ana,6.71
EST002917,Estudiante 2917,Ingeniería Industrial,San Salvador,8.87
EST002918,Estudiante 2918,Administración,San Miguel,5.52
EST002919,Estudiante 2919,Contaduría,La Libertad,7.22
EST002920,Estudiante 2920,Administración,San Salvador,8.53
EST002921,Estudiante 2921,Ingeniería en Sistemas,Santa Ana,7.21
EST002922,Estudiante 2922,Contaduría,Sonsonate,5.06
EST002923,Estudiante 2923,Contaduría,La Libertad,8.02
EST002924,Estudiante 2924,Administración,La Libertad,8.08
EST002925,Estudiante 2925,Ingeniería Industrial,San Miguel,5.68
EST002926,Estudiante 2926,Ingeniería Industrial,La Libertad,6.57
EST002927,Estudiante 2927,Administración,San Salvador,6.1
EST002928,Estudiante 2928,Administración,La Libertad,5.72
EST002929,Estudiante 2929,Administración,San Salvador,6.43
EST002930,Estudiante 2930,Administración,Santa Ana,9.25
EST002931,Estudiante 2931,Ingeniería Industrial,Sonsonate,5.67
EST002932,Estudiante 2932,Arquitectura,La Libertad,7.19
EST002933,Estudiante 2933,Ingeniería Industrial,San Salvador,7.81
EST002934,Estudiante 2934,Contaduría,San Salvador,6.06
EST002935,Estudiante 2935,Ingeniería Industrial,San Salvador,5.54
EST002936,Estudiante 2936,Ingeniería en Sistemas,Santa Ana,8.89
EST002937,Estudiante 2937,Administración,La Libertad,6.34
EST002938,Estudiante 2938,Administración,San Salvador,8.85
EST002939,Estudiante 2939,Contaduría,La Libertad,5.06
EST002940,Estudiante 2940,Arquitectura,Sonsonate,5.27
EST002941,Estudiante 2941,Administración,La Libertad,8.56
EST002942,Estudiante 2942,Administración,San Miguel,7.67
EST002943,Estudiante 2943,Arquitectura,La Libertad,8.85
EST002944,Estudiante 2944,Ingeniería Industrial,Sonsonate,8.97
EST002945,Estudiante 2945,Ingeniería Industrial,Santa Ana,8.3
EST002946,Estudiante 2946,Contaduría,Sonsonate,9.77
EST002947,Estudiante 2947,Contaduría,San Salvador,6.86
EST002948,Estudiante 2948,Arquitectura,San Salvador,8.09
EST002949,Estudiante 2949,Administración,Santa Ana,5.94
EST002950,Estudiante 2950,Ingeniería en Sistemas,San Salvador,8.49
EST002951,Estudiante 2951,Arquitectura,Santa Ana,5.37
EST002952,Estudiante 2952,Administración,La Libertad,6.72
EST002953,Estudiante 2953,Arquitectura,Santa Ana,6.23
EST002954,Estudiante 2954,Ingeniería en Sistemas,San Miguel,5.18
EST002955,Estudiante 2955,Contaduría,San Miguel,9.51
EST002956,Estudiante 2956,Ingeniería en Sistemas,San Miguel,5.68
EST002957,Estudiante 2957,Administración,Santa Ana,6.56
EST002958,Estudiante 2958,Contaduría,San Miguel,7.95
EST002959,Estudiante 2959,Contaduría,La Libertad,9.47
EST002960,Estudiante 2960,Ingeniería Industrial,Sonsonate,9.74
EST002961,Estudiante 2961,Contaduría,La Libertad,9.21
EST002962,Estudiante 2962,Arquitectura,La Libertad,5.95
EST002963,Estudiante 2963,Ingeniería Industrial,San Salvador,9.5
EST002964,Estudiante 2964,Ingeniería en Sistemas,Sonsonate,7.24
EST002965,Estudiante 2965,Ingeniería en Sistemas,Sonsonate,5.08
EST002966,Estudiante 2966,Contaduría,San Salvador,8.88
EST002967,Estudiante 2967,Ingeniería Industrial,Santa Ana,9.5
EST002968,Estudiante 2968,Arquitectura,Santa Ana,6.08
EST002969,Estudiante 2969,Ingeniería en Sistemas,San Miguel,9.47
EST002970,Estudiante 2970,Contaduría,La Libertad,5.4
EST002971,Estudiante 2971,Contaduría,San Salvador,8.6
EST002972,Estudiante 2972,Ingeniería Industrial,Santa Ana,8.48
EST002973,Estudiante 2973,Ingeniería en Sistemas,San Salvador,9.56
EST002974,Estudiante 2974,Ingeniería Industrial,San Salvador,9.13
EST002975,Estudiante 2975,Contaduría,La Libertad,6.92
EST002976,Estudiante 2976,Administración,San Salvador,6.95
EST002977,Estudiante 2977,Ingeniería en Sistemas,Sonsonate,7.28
EST002978,Estudiante 2978,Administración,San Miguel,8.05
EST002979,Estudiante 2979,Ingeniería Industrial,San Miguel,7.24
EST002980,Estudiante 2980,Ingeniería Industrial,San Miguel,5.25
EST002981,Estudiante 2981,Administración,San Salvador,6.5
EST002982,Estudiante 2982,Contaduría,San Miguel,7.8
EST002983,Estudiante 2983,Ingeniería en Sistemas,San Miguel,9.68
EST002984,Estudiante 2984,Arquitectura,San Salvador,9.13
EST002985,Estudiante 2985,Arquitectura,Santa Ana,7.45
EST002986,Estudiante 2986,Contaduría,La Libertad,6.74
EST002987,Estudiante 2987,Ingeniería en Sistemas,Sonsonate,5.73
EST002988,Estudiante 2988,Ingeniería en Sistemas,San Miguel,5.42
EST002989,Estudiante 2989,Contaduría,San Miguel,5.05
EST002990,Estudiante 2990,Administración,La Libertad,8.29
EST002991,Estudiante 2991,Administración,San Miguel,6.24
EST002992,Estudiante 2992,Arquitectura,San Miguel,7.74
EST002993,Estudiante 2993,Ingeniería Industrial,Santa Ana,7.52
EST002994,Estudiante 2994,Arquitectura,Sonsonate,6.33
EST002995,Estudiante 2995,Administración,San Salvador,7.94
EST002996,Estudiante 2996,Ingeniería en Sistemas,San Miguel,7.67
EST002997,Estudiante 2997,Contaduría,La Libertad,8.9
EST002998,Estudiante 2998,Ingeniería en Sistemas,Sonsonate,7.27
EST002999,Estudiante 2999,Contaduría,Santa Ana,9.35
EST003000,Estudiante 3000,Contaduría,Sonsonate,6.2
EST003001,Estudiante 3001,Arquitectura,Santa Ana,8.41
EST003002,Estudiante 3002,Administración,San Miguel,6.47
EST003003,Estudiante 3003,Ingeniería en Sistemas,San Miguel,6.64
EST003004,Estudiante 3004,Administración,Sonsonate,6.22
EST003005,Estudiante 3005,Administración,La Libertad,7.49
EST003006,Estudiante 3006,Administración,Sonsonate,8.33
EST003007,Estudiante 3007,Ingeniería Industrial,La Libertad,5.13
EST003008,Estudiante 3008,Contaduría,La Libertad,6.11
EST003009,Estudiante 3009,Ingeniería Industrial,Santa Ana,8.23
EST003010,Estudiante 3010,Contaduría,La Libertad,6.76
EST003011,Estudiante 3011,Ingeniería en Sistemas,La Libertad,7.55
EST003012,Estudiante 3012,Arquitectura,Sonsonate,9.76
EST003013,Estudiante 3013,Contaduría,San Salvador,8.56
EST003014,Estudiante 3014,Ingeniería Industrial,San Miguel,5.58
EST003015,Estudiante 3015,Administración,La Libertad,5.79
EST003016,Estudiante 3016,Contaduría,Santa Ana,9.0
EST003017,Estudiante 3017,Arquitectura,San Salvador,9.79
EST003018,Estudiante 3018,Contaduría,Santa Ana,8.97
EST003019,Estudiante 3019,Administración,Sonsonate,6.62
EST003020,Estudiante 3020,Arquitectura,San Miguel,9.5
EST003021,Estudiante 3021,Arquitectura,San Salvador,9.15
EST003022,Estudiante 3022,Contaduría,San Miguel,9.23
EST003023,Estudiante 3023,Ingeniería en Sistemas,La Libertad,8.96
EST003024,Estudiante 3024,Arquitectura,San Miguel,5.96
EST003025,Estudiante 3025,Arquitectura,Sonsonate,7.79
EST003026,Estudiante 3026,Contaduría,Sonsonate,8.65
EST003027,Estudiante 3027,Ingeniería Industrial,San Miguel,5.26
EST003028,Estudiante 3028,Ingeniería en Sistemas,San Miguel,8.62
EST003029,Estudiante 3029,Arquitectura,La Libertad,5.36
EST003030,Estudiante 3030,Ingeniería Industrial,La Libertad,8.41
EST003031,Estudiante 3031,Contaduría,La Libertad,9.9
EST003032,Estudiante 3032,Administración,San Salvador,5.68
EST003033,Estudiante 3033,Contaduría,San Salvador,8.77
EST003034,Estudiante 3034,Ingeniería en Sistemas,San Salvador,9.46
EST003035,Estudiante 3035,Ingeniería Industrial,Santa Ana,9.46
EST003036,Estudiante 3036,Administración,San Salvador,7.86
EST003037,Estudiante 3037,Administración,Santa Ana,5.03
EST003038,Estudiante 3038,Contaduría,San Salvador,7.68
EST003039,Estudiante 3039,Arquitectura,La Libertad,7.69
EST003040,Estudiante 3040,Administración,La Libertad,8.26
EST003041,Estudiante 3041,Administración,La Libertad,7.91
EST003042,Estudiante 3042,Ingeniería Industrial,Sonsonate,9.92
EST003043,Estudiante 3043,Administración,San Miguel,9.08
EST003044,Estudiante 3044,Contaduría,Sonsonate,9.37
EST003045,Estudiante 3045,Administración,Santa Ana,5.83
EST003046,Estudiante 3046,Arquitectura,La Libertad,7.85
EST003047,Estudiante 3047,Ingeniería Industrial,Santa Ana,6.67
EST003048,Estudiante 3048,Contaduría,San Miguel,8.35
EST003049,Estudiante 3049,Ingeniería en Sistemas,Sonsonate,7.83
EST003050,Estudiante 3050,Contaduría,La Libertad,8.52
EST003051,Estudiante 3051,Ingeniería Industrial,San Miguel,8.93
EST003052,Estudiante 3052,Contaduría,San Miguel,5.51
EST003053,Estudiante 3053,Ingeniería Industrial,Santa Ana,5.29
EST003054,Estudiante 3054,Contaduría,San Miguel,8.67
EST003055,Estudiante 3055,Administración,San Miguel,7.34
EST003056,Estudiante 3056,Contaduría,San Salvador,8.09
EST003057,Estudiante 3057,Administración,San Miguel,5.04
EST003058,Estudiante 3058,Ingeniería en Sistemas,Santa Ana,7.68
EST003059,Estudiante 3059,Ingeniería Industrial,Sonsonate,9.36
EST003060,Estudiante 3060,Contaduría,La Libertad,5.74
EST003061,Estudiante 3061,Administración,San Miguel,8.73
EST003062,Estudiante 3062,Arquitectura,Santa Ana,9.73
EST003063,Estudiante 3063,Ingeniería en Sistemas,La Libertad,5.86
EST003064,Estudiante 3064,Arquitectura,Sonsonate,8.4
EST003065,Estudiante 3065,Ingeniería en Sistemas,La Libertad,6.99
EST003066,Estudiante 3066,Ingeniería en Sistemas,San Miguel,8.01
EST003067,Estudiante 3067,Administración,Santa Ana,6.26
EST003068,Estudiante 3068,Ingeniería en Sistemas,La Libertad,8.7
EST003069,Estudiante 3069,Contaduría,San Salvador,8.13
EST003070,Estudiante 3070,Ingeniería en Sistemas,Sonsonate,9.78
EST003071,Estudiante 3071,Administración,San Miguel,9.29
EST003072,Estudiante 3072,Ingeniería Industrial,San Salvador,8.83
EST003073,Estudiante 3073,Ingeniería en Sistemas,San Miguel,7.46
EST003074,Estudiante 3074,Ingeniería en Sistemas,San Miguel,7.92
EST003075,Estudiante 3075,Administración,La Libertad,5.13
EST003076,Estudiante 3076,Administración,San Salvador,6.39
EST003077,Estudiante 3077,Administración,Sonsonate,9.21
EST003078,Estudiante 3078,Contaduría,Santa Ana,9.28
EST003079,Estudiante 3079,Ingeniería en Sistemas,San Salvador,7.26
EST003080,Estudiante 3080,Ingeniería en Sistemas,San Salvador,9.96
EST003081,Estudiante 3081,Ingeniería Industrial,San Miguel,9.31
EST003082,Estudiante 3082,Contaduría,San Miguel,5.1
EST003083,Estudiante 3083,Ingeniería Industrial,San Miguel,9.28
EST003084,Estudiante 3084,Ingeniería en Sistemas,La Libertad,9.8
EST003085,Estudiante 3085,Ingeniería en Sistemas,Santa Ana,8.76
EST003086,Estudiante 3086,Contaduría,Santa Ana,9.96
EST003087,Estudiante 3087,Contaduría,San Salvador,5.9
EST003088,Estudiante 3088,Contaduría,San Miguel,5.31
EST003089,Estudiante 3089,Administración,La Libertad,7.91
EST003090,Estudiante 3090,Contaduría,Sonsonate,9.77
EST003091,Estudiante 3091,Arquitectura,La Libertad,6.53
EST003092,Estudiante 3092,Arquitectura,La Libertad,5.08
EST003093,Estudiante 3093,Contaduría,San Salvador,5.19
EST003094,Estudiante 3094,Administración,San Miguel,8.22
EST003095,Estudiante 3095,Ingeniería en Sistemas,Santa Ana,6.97
EST003096,Estudiante 3096,Contaduría,San Salvador,9.13
EST003097,Estudiante 3097,Contaduría,San Miguel,6.2
EST003098,Estudiante 3098,Ingeniería Industrial,Sonsonate,6.12
EST003099,Estudiante 3099,Contaduría,La Libertad,5.65
EST003100,Estudiante 3100,Arquitectura,San Salvador,9.55
EST003101,Estudiante 3101,Contaduría,San Salvador,9.03
EST003102,Estudiante 3102,Administración,San Miguel,5.67
EST003103,Estudiante 3103,Arquitectura,Santa Ana,5.83
EST003104,Estudiante 3104,Arquitectura,San Salvador,9.42
